"ContainsNumber","AllNumber","ContainsPunctuation","Length","Gazetteer","FirstLetter","LastLetter","Shape","POS","Word","NER","confidence(O)","confidence(OG)","confidence(DT)","confidence(PS)","confidence(LC)","confidence(TI)","prediction(NER)"
"0","0","0",1,"1","로","로","K","JKB","로","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",3,"0","이","우","KKK","NNP","이승우","PS",0.0,0.0,0.0,1.0,0.0,0.0,"PS"
"0","0","0",1,"1","씨","씨","K","NNB","씨","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1","(","(","p","SS","(","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","사","진","KK","NNG","사진","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",")",")","p","SS",")","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","를","를","K","JKO","를","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","임","명","KK","NNG","임명","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","았","았","K","EP","았","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","다","고","KK","EC","다고","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","밝","히","KK","VV","밝히","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","었","었","K","EP","었","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",4,"1","한","업","KKKK","NNP","한국산업","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"1","기","술","KK","NNG","기술","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"1","시","원","KKK","NNG","시험원","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","1",1,"1","(","(","p","SS","(","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","K","L","EEE","SL","KTL","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",")",")","p","SS",")","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","신","임","KK","NNG","신임","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","원","장","KK","NNG","원장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","에","에","K","JKB","에","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","남","민","KKK","NNP","남궁민","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1","(","(","p","SS","(","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",2,"0","5","6","dd","SN","56","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",")",")","p","SS",")","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","전","전","K","NNG","전","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","우","정","KK","NNG","우정","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"1","사","업","KK","NNG","사업","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","본","장","KKK","NNG","본부장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","이","이","K","JKS","이","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","임","명","KK","NNG","임명","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","되","되","K","XSV","되","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","었","었","K","EP","었","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",2,"1","2","2","dd","SN","22","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","일","일","K","NNB","일","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",2,"1","오","전","KK","NNG","오전","TI",0.0,0.0,0.0,0.0,0.0,1.0,"TI"
"0","0","0",2,"1","국","회","KK","NNG","국회","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",4,"1","한","당","KKKK","NNP","한나라당","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"1","대","표","KK","NNG","대표","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",1,"1","실","실","K","NNG","실","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","에","서","KK","JKB","에서","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","홍","표","KKK","NNP","홍준표","PS",0.0,0.0,0.0,1.0,0.0,0.0,"PS"
"0","0","0",2,"1","대","표","KK","NNG","대표","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",1,"1","가","가","K","JKS","가","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","염","열","KKK","NNP","염동열","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","대","표","KK","NNG","대표","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"1","최","고","KK","NNG","최고","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","위","원","KK","NNG","위원","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"0","에","게","KK","JKB","에게","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","평","창","KK","NNP","평창","O",0.0,0.0,0.0,0.0,1.0,0.0,"LC"
"0","0","0",2,"1","동","계","KK","NNG","동계","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"1","올","픽","KKK","NNG","올림픽","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","지","원","KK","NNG","지원","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","특","별","KK","XR","특별","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","보","관","KKK","NNG","보좌관","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","임","장","KKK","NNG","임명장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","을","을","K","JKO","을","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","수","여","KK","NNG","수여","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","고","고","K","EC","고","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","있","있","K","VX","있","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","김","녀","KKK","NNP","김영녀","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","강","원","KK","NNG","강원","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",1,"1","도","도","K","NNB","도","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","청","청","K","NNP","청","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",3,"0","여","복","KKK","NNG","여성복","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","지","지","K","NNG","지","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","담","당","KK","NNG","담당","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1","(","(","p","SS","(","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","계","장","KK","NNG","계장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","급","급","K","NNG","급","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",")",")","p","SS",")","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","이","이","K","JKS","이","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",1,"1","7","7","d","SN","7","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","월","월","K","NNB","월","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"1","1","0",2,"1","2","2","dd","SN","22","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","일","일","K","NNB","일","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",2,"1","한","국","KK","NNP","한국","O",0.0,0.0,0.0,0.0,1.0,0.0,"LC"
"0","0","0",2,"1","여","성","KK","NNG","여성","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","수","련","KK","NNG","수련","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","원","장","KK","NNG","원장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","에","에","K","JKB","에","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","임","명","KK","NNG","임명","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","되","되","K","XSV","되","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","어","어","K","EC","어","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",1,"1","8","8","d","SN","8","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",1,"1","월","월","K","NNB","월","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"1","1","0",2,"1","1","8","dd","SN","18","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","일","일","K","NNB","일","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",3,"1","이","회","KKK","NNG","이사회","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","의","의","K","JKG","의","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","선","임","KK","NNG","선임","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","을","을","K","JKO","을","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","받","받","K","VV","받","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","았","았","K","EP","았","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","문","화","KK","NNG","문화","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","체","육","KK","NNG","체육","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"1","관","부","KKK","NNG","관광부","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",1,"1","는","는","K","JX","는","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",2,"1","1","8","dd","SN","18","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","일","일","K","NNB","일","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",2,"1","일","본","KK","NNP","일본","LC",0.0,0.0,0.0,0.0,1.0,0.0,"LC"
"0","0","0",3,"1","오","카","KKK","NNP","오사카","LC",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"1","한","국","KK","NNP","한국","O",0.0,0.0,0.0,0.0,1.0,0.0,"LC"
"0","0","0",2,"1","문","화","KK","NNG","문화","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","원","장","KK","NNG","원장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","에","에","K","JKB","에","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","박","혜","KKK","NNP","박영혜","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1","(","(","p","SS","(","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",2,"1","4","3","dd","SN","43","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","·","·","K","SP","·","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","사","진","KK","NNG","사진","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",")",")","p","SS",")","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",",",",","p","SP",",","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",5,"0","카","탄","KKKKK","NNP","카자흐스탄","LC",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","한","국","KK","NNP","한국","O",0.0,0.0,0.0,0.0,1.0,0.0,"LC"
"0","0","0",2,"1","문","화","KK","NNG","문화","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","원","장","KK","NNG","원장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","에","에","K","JKB","에","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","위","재","KKK","NNP","위명재","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1","(","(","p","SS","(","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",2,"1","4","6","dd","SN","46","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",")",")","p","SS",")","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","서","관","KKK","NNG","서기관","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","을","을","K","JKO","을","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","임","명","KK","NNG","임명","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","았","았","K","EP","았","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"1","이","박","KKK","NNP","이명박","PS",0.0,0.0,0.0,1.0,0.0,0.0,"PS"
"0","0","0",3,"0","대","령","KKK","NNG","대통령","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","이","이","K","JKS","이","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",2,"1","1","2","dd","SN","12","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","일","일","K","NNB","일","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",3,"0","권","진","KKK","NNP","권재진","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","법","무","KK","NNG","법무","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","장","관","KK","NNG","장관","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","과","과","K","JC","과","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","한","대","KKK","NNP","한상대","PS",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",4,"0","검","장","KKKK","NNG","검찰총장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","에","게","KK","JKB","에게","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","임","장","KKK","NNG","임명장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","을","을","K","JKO","을","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","수","여","KK","NNG","수여","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","았","았","K","EP","았","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"1","코","일","KKK","NNP","코레일","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","1",1,"1","(","(","p","SS","(","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","사","장","KK","NNG","사장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","허","영","KKK","NNP","허준영","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",")",")","p","SS",")","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","은","은","K","JX","은","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",2,"1","1","0","dd","SN","10","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","일","자","KK","NNG","일자","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","로","로","K","JKB","로","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"0","신","임","KK","NNG","신임","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","부","장","KKK","NNG","부사장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","에","에","K","JKB","에","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","팽","광","KKK","NNP","팽정광","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1","(","(","p","SS","(","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",2,"0","5","6","dd","SL","56","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",")",")","p","SS",")","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"1","의","부","KKK","NNP","의정부","OG",0.0,0.0,0.0,0.0,1.0,0.0,"LC"
"0","0","0",3,"0","경","철","KKK","NNG","경전철","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","㈜","㈜","K","SW","㈜","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"1","대","표","KK","NNG","대표","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"0","이","사","KK","NNG","이사","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","를","를","K","JKO","를","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","임","명","KK","NNG","임명","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","았","았","K","EP","았","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","다","고","KK","EC","다고","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",1,"1","9","9","d","SN","9","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","일","일","K","NNB","일","OG",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",2,"0","밝","히","KK","VV","밝히","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","었","었","K","EP","었","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",4,"1","한","행","KKKK","NNP","한국은행","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",1,"1","은","은","K","JX","은","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",1,"1","8","8","d","SN","8","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",1,"1","일","일","K","NNB","일","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",2,"1","대","전","KK","NNG","대전","LC",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",1,"0","·","·","K","SP","·","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","충","남","KK","NNP","충남","LC",0.0,0.0,0.0,0.0,1.0,0.0,"LC"
"0","0","0",3,"0","본","장","KKK","NNG","본부장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","에","에","K","JKB","에","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","오","권","KKK","NNP","오재권","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","전","전","K","NNG","전","LC",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","대","구","KK","NNP","대구","LC",0.0,0.0,0.0,0.0,1.0,0.0,"LC"
"0","0","0",1,"0","·","·","K","SP","·","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","경","북","KK","NNP","경북","LC",0.0,0.0,0.0,0.0,1.0,0.0,"LC"
"0","0","0",2,"1","본","부","KK","NNG","본부","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"0","외","자","KK","NNG","외자","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","운","운","K","NNG","운","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","용","용","K","XSN","용","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","원","원","K","NNB","원","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","운","영","KK","NNG","운영","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","지","원","KK","NNG","지원","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","부","장","KK","NNG","부장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","을","을","K","JKO","을","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","임","명","KK","NNG","임명","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","았","았","K","EP","았","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","김","동","KKK","NNP","김석동","PS",0.0,0.0,0.0,1.0,0.0,0.0,"PS"
"0","0","0",2,"1","금","융","KK","NNG","금융","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",3,"1","위","회","KKK","NNG","위원회","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",3,"0","위","장","KKK","NNG","위원장","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","은","은","K","JX","은","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",1,"1","4","4","d","SN","4","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","일","일","K","NNB","일","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",2,"1","한","국","KK","NNG","한국","OG",0.0,0.0,0.0,0.0,1.0,0.0,"LC"
"0","0","0",2,"0","예","탁","KK","NNG","예탁","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","결","원","KKK","NNG","결제원","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","주","주","KK","NNG","주주","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","총","회","KK","NNG","총회","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"0","의","결","KK","NNG","의결","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","을","을","K","JKO","을","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","거","치","KK","VV","거치","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","어","어","K","EC","어","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","추","천","KK","NNG","추천","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","되","되","K","XSV","되","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","ㄴ","ㄴ","K","ETM","ㄴ","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","김","동","KKK","NNP","김경동","PS",0.0,0.0,0.0,1.0,0.0,0.0,"PS"
"0","0","0",2,"1","우","리","KK","NNG","우리","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","금","융","KK","NNG","금융","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"0","지","주","KK","NNG","지주","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","수","석","KK","NNG","수석","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","전","전","K","NNG","전","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","무","무","K","NNG","무","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","를","를","K","JKO","를","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","오","오","K","VV","오","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",1,"1","는","는","K","ETM","는","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",1,"1","7","7","d","SN","7","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
